arabic,english
اشياني,Ashiani
فينسينتي,Vincente
لوكهيد,Lockheed
كاتاكروندان,Katukurundan
مرداوي,Mardawi
تيموثيوس,Timotheus
غورازديفاك,Gorazdevac
فاسيلينا,Vaselina
سامبسون,Sampson
ريين,Rijn
كالايان,Kalayjian
تروبيجالا,Tropigala
بانثيرا,Panthera
بالاشين,Balashin
ماستيكا,Mastika
ساتر,Sutter
نيكولاي,Nicoli
سيتار,Setar
كيتزستيرن,Kitzstern
موانينا,Moinina
دويماري,Doimary
كاسكالسون,Chaskalson
ميرباك,Murback
كاورو,Kaoru
كاوري,Kaori
روكابولكو,Rockapulco
باراسيل,Paracel
روبالكافا,Rubalcava
ميناند,Menand
فالدارنو,Valdarno
بروفلاسكي,Broflovski
مانتون,Manton
فيجايا,Vijaya
ميتاخا,Metaxa
باكندال,Paknadel
سيراكين,Serrakin
ميومبي,Maiombe
دايان,Dayan
تغيدي,Teguedi
بوزلي,Bosiey
ساكوراكوجي,Sakurakoji
ساداك,Sadak
كوينثرث,Kwenthrith
سادان,Sadan
ساداو,Sadao
سركيسيان,Sarkisyan
ميلفورد,Milford
جوربنادزي,Jorbenadze
تريمان,Tremayne
سيكجوتسي,Sekigutsi
مانيانغ,Manyang
واوفورخانغاي,Uvurkhangai
ويلغاما,Welgama
سادات,Sadat
دواير,Dywer
بيربموف,Pirimov
شيلومي,Shelomi
غافريلياديس,Gavriliadis
هوفمان,Huffman
تاكوادا,Taboada
ساكانا,Sakana
كافومو,Kavumu
ماهذه,Mahzh
بينالا,Benalla
بيزولدوفا,Pezoldova
مايوركا,Mallorca
فيللاريخو,Villarejo
ووكلي,Wakhley
فارنافيدو,Varnavidou
بوكوتا,Bocota
ميبلوود,Maplewood
جايوني,Jaione
غلوبالاست,Globallast
لافرينتي,Lavrenti
نيدلوركس,Needleworks
لونجينوس,Longinus
باربييري,Barbieri
كيرالا,Kerala
كاتبوش,Cutbush
لت,Lt
سارجياري,Sargiary
بيتكوفا,Petkova
لافرينتي,Lavrenty
بوليوود,Bollywood
فالكمان,Falkman
تراسول,Trasol
موبي,Mobay
ووابيتشانا,Wapichana
بورث,Porth
كولتون,Colton
نيبويشا,Nebojša
مونغوندا,Mungunda
جورجي,Jorgie
بهبهاترون,Bhabhatron
بروكس,Brookes
والديسلو,Wladyslaw
فينتن,Finton
كارني,Karine
ارتيغاس,Artigas
بورتس,Ports
بيزر,Peezer
زاليسكي,Zalesky
روكموند,Rockmond
كانهانغا,Kanhanga
شاندريلا,Shondrella
ميتكيينا,Myitkyina
زاليسكي,Zaleski
غنديناغار,Gandhinagar
زيلاسكا,Zaleska
نغونغ,Ngong
غوركي,Gorky
بومار,Bomer
سوبتخون,Sobitkhon
كوشالك,Koshalek
تيودور,Teodor
غوركو,Gorko
دهرامدس,Dharamdas
بريدجينغ,Bredjing
بانداما,Bandama
مايفي,Mavey
مورينـزي,Murenze
بوتشالسكي,Puchalski
بافيلكا,Pavelka
ستكروبويم,Sitkrupueam
اندرياني,Andreani
واتولاري,Uatolari
غاسفورد,Gusford
كاتسوماسا,Katsumasa
تارواي,Tarway
شبيريتش,Špirić
سلويك,Slawek
زانكونا,Zancona
كينزلي,Kinsley
سيمني,Simine
هاركنسون,Harkinson
سانخوان,Sanjuan
ليسون,Leeson
كريستون,Kreston
سولوال,Solwal
كوندوريلي,Condorelli
غوسماو,Gusmao
هاملبيرف,Hamilperv
غاليفري,Gallifrey
لانديريتشي,Landerretche
كواموتو,Kuwamoto
غريسن,Greyson
نسيريكو,Nsereko
مباغاتي,Mbagathi
دنيار,Denyer
غوتلاند,Gotland
كامبيزي,Campisi
فاكيري,Vacquerie
ساورواين,Sauerwein
سوتشاناك,Sočanac
فوجين,Vojin
سكايلر,Skyler
ابقراقيل,Abgragel
سيفرسون,Seversen
يوكاغير,Yukagir
سبينو,Spino
تيانز,Tenez
ستيفنسن,Stevenson
تيني,Teney
باردوست,Baradost
بارتليت,Bartlett
والتون,Waiton
تينيكس,Tenex
كيلوث,Kyloth
نجاد,Najad
واتلي,Whatley
ديردن,Dierden
نجاب,Najab
ناجام,Najam
زغلول,Zaghloul
ستاري,Starye
ديما,Demma
تيندمان,Tindemann
فاسيكا,Vasika
باين,Bayne
هسال,Hosal
ووداند,Woodend
كينمان,Kinman
توويسي,Tauese
جونبيش,Junbesh
تينيف,Tenev
ميركيس,Merkis
كينتوادي,Kintuadi
ديلافيني,Delavenne
اليغييري,Alighieri
الغييرو,Alighiero
ماغييو,Mageyo
لنتون,Linton
جاربوسينوفا,Jarbussynova
نيكولس,Nicholls
بيرلي,Baerly
بيكيل,Beckel
بيلابهوهان,Pelabhuhan
راندرياناريفان,Randryanarivan
دوبار,Dobar
كوبهام,Cobham
نغوياني,Ngoyani
مالينفيرني,Malinverni
سوكسي,Souxie
يوان,Yiwan
شوبراج,Shobraj
دراجوميروف,Dragomiroff
باغهوت,Bagehot
شولاس,Shoals
نوردام,Noordam
داجمر,Dagmer
داتسوكو,Datsuko
كليرفيلد,Clearfield
ماناواشي,Manawashi
اتسوكو,Atsuko
هيزلوود,Hazlewood
وهيب,Wahib
برامفورد,Bramford
نيشيهارا,Nishihara
بوتايي,Potaje
نيورايتر,Neureiter
ليخانونف,Likhanov
لورنسوس,Lorensus
زوبلكي,Zblocki
ترودي,Trudi
بيترياييفو,Petriayevo
كدولسكي,Kdolsky
ماكال,Makkal
دامبترك,Dumptruck
هوسون,Howson
باشكورتستان,Bashkortostan
راكوتواريسوا,Rakatoarisoa
نوبس,Nobbs
داليلا,Dalila
تيمربانك,Temirbank
بروبي,Brobbey
بينجو,Pingo
كينغتون,Kington
هواكستون,Hoxton
بينغا,Pinga
ميلاغروسا,Milagrosa
فيفا,Fifa
براذليتون,Brazzleton
كولس,Cools
هوراي,Hurray
سياد,Siad
اريس,Ares
سيان,Sian
سيام,Siam
دالات,Dalat
هاوايين,Hawaiian
ليسوانيسو,Liswaniso
تيرانوفا,Terranova
بيجون,Bijun
يوشيزومي,Yoshizumi
توفاه,Tufah
هايتن,Hatten
وشينغ,Wusheng
توفار,Tufar
ارييابروشيا,Ariyapruchya
باراياغويزا,Barayagwiza
باكري,Bahkri
برلنغاس,Berlengas
كونرادو,Conrado
ناسرون,Nasron
باركسون,Parkson
زوبليانين,Župlijanin
روكو,Roko
روكي,Roki
خوانا,Juana
روكو,Roku
كاتماندو,Kathmandu
ابيتي,Abeti
غاتان,Gatan
كراكوف,Krakov
كراكو,Krakow
كراكوس,Krakos
كومبونغ,Kompong
كاناشا,Kansha
نزانغا,Nzanga
سفيردلوفسك,Sverdlovsk
رافال,Raval
رافان,Ravan
بروكهاوس,Bruckhaus
افيتسيان,Avetisyan
مولانغا,Mulanga
ناوجينينكاي,Naujininkai
دينتـوا,Dintwa
واريساتا,Warisata
شويا,Shuuya
سموندا,Smunda
منديبيلي,Mndebele
ستانزي,Stanzi
كاراهانس,Carnahans
بيرليوز,Berlioz
واوربيتز,Orbitz
ديونتي,Deonte
غانزي,Ganzi
توات,Twatt
ماكفيتي,Macvittie
زيتاوي,Zitawiy
كوبوارا,Kupwara
ديفياني,Devyani
ريسيب,Recep
باتسانوف,Batsanov
بفارو,Bavaro
فاردلوس,Vardalos
فالكازار,Volcazar
باتروك,Batroc
بوكيي,Bukeye
مارلون,Marlon
كاوانو,Kawano
مارلو,Marlow
ابوليتو,Abuelito
غورغوروف,Gurgurov
سكيبا,Skiba
ووينترست,Winterset
ابوليتا,Abuelita
فيناياغامورتي,Vinayagamoorthy
راجاجي,Rajaji
تسولتسيل,Tzoltzil
كيباها,Kibaha
ميماتي,Memati
فيناياغامورتي,Vinayagamoorthi
ماسوما,Mosuma
فارنهام,Farnham
غيسابومانا,Gisabwamana
اجريبا,Agrippa
ونستيد,Wanstead
باتروفيتا,Patrovita
كورونيل,Coronel
اسدروبال,Asdrubal
فولستيد,Volstead
جافدانفار,Javedanfar
كافاييرو,Cavallero
اوستن,Astin
فومبا,Fomba
سامويل,Samwell
نوسبيرغر,Nussberger
مكابي,Mccabe
السيستس,Alcestis
هاهوتو,Hahutu
نيشينوميا,Nishinomiya
هانتد,Hunted
كلاينهان,Kleinhan
فيروري,Feorre
جوينير,Joyner
كيبا,Kiba
هايبردج,Haybridge
هتون,Htun
سومي,Somee
فيلكاس,Vilkas
كوسنيسكي,Kosynski
تايتا,Tayta
كاسبي,Caspi
براد,Braad
مينافير,Minafer
هانستون,Hunston
فوديل,Vodil
زونيغاس,Zunigas
براك,Braak
بلين,Blin
براات,Braat
بادرينو,Padrino
تامبوبولون,Tampubolon
بليكس,Blix
غراغاسوفيتش,Grgasović
باغبو,Bagbo
لينارت,Lennart
رانتو,Rantau
كيوبيد,Cupid
لينارد,Lennard
كيلابيلي,Kelapile
غيسين,Giessen
دومبويا,Doumbouya
كاريبوني,Cariboni
كوزيك,Kozik
تشابلوفتش,Čaplovič
بازي,Bazzi
اوشيف,Aushev
روداس,Rodas
الباراسين,Albarracin
اجريوس,Agrius
بوينكامينو,Buencamino
بازي,Bazzy
رابيي,Rabiei
كونزي,Konczei
زيلينيكا,Zelenika
فايتكوس,Vaitkus
سيبيل,Cybil
كاتماندو,Kathamandu
نيتاليوف,Nitaliev
كوسجي,Kosgey
تروننغسدال,Tronningsdal
ياتاران,Yattaran
غوسين,Gossin
نوفيك,Novik
مياجيما,Miyajima
ليتزر,Litzer
يودو,Yudo
فيسيها,Fisseha
يودي,Yudi
كلوم,Klum
هماربي,Hammarby
دانهوسين,Dannhausen
ساكاشفيلي,Saakashvili
بيرانديلو,Pirandello
كوميلا,Kumela
بازاروتو,Bazaruto
جوكوي,Joukwe
ديرمايد,Diarmuid
تورتورا,Tortora
بورثويك,Borthwick
مونيتوك,Monytoc
اديتيكوبي,Adetikope
غيرون,Geron
غاهيما,Gahima
هولتبي,Holtby
سامالا,Samala
كميزو,Kamezo
غرمانيشر,Germanischer
سييري,Siiri
ستيرسن,Stierson
غلام,Gholam
روبو,Robow
غولان,Gholan
يانيي,Yenyi
بازا,Bazza
سيرت,Siirt
بينوبان,Benuban
ميناثيس,Menathas
كولو,Kullu
مونوكروتوفوس,Monocrotophos
بيكارسكي,Pekarsky
ايبك,Aibak
نغويايي,Ngoyayi
غيتومبا,Gitumba
غالو,Galo
غالك,Galk
نوردهاوسن,Nordhausen
كاشاني,Kashani
كاشير,Casher
زوباتـا,Zubata
بارابوجيا,Barapujia
بيكوندجو,Bekondjo
غيتاري,Gitari
ماتاغالبا,Matagalpa
ميسكو,Mescow
ستينمان,Steinman
تابجيراس,Tabajaras
كرووان,Cruan
ستاركويل,Starkwell
لوكاليزاسيون,Localisation
غموندن,Gmunden
تيتلمان,Titelman
راسموس,Rasmus
كيكيكولوكو,Kikikoloko
سيتاندرا,Sithandra
دوارزاك,Dwarzak
كريجر,Kriger
والد,Wald
جايانتيلال,Jayantilal
بيبس,Pepes
والو,Walu
سالادور,Salladhor
لودووتير,Loudwater
فيتجا,Fittja
جاياويرا,Jayaweera
بيلاند,Billand
فستر,Phister
كيغوهو,Kiguhu
دونينا,Donina
الماشي,Almasy
انغلوغولد,Anglogold
دوبرسكو,Dobrescu
ابوا,Aboa
ابوغ,Abog
غادير,Gader
بوترينتي,Butrinti
ترانسريل,Transrail
فنيش,Fneish
ثيموثي,Thimothe
كوكا,Kuka
بلكسيكورب,Plexicorp
نغونغو,Ngongo
كوكي,Kuki
نغاناسان,Nganasan
باكنام,Bucknam
مانسيني,Mancini
كيلمبي,Calambey
بروفينكال,Provencal
مايرسون,Myerson
الاساني,Alassane
تورجنيف,Turgenev
بونشالينغام,Punchalingam
سورنسون,Sorrenson
لافالاس,Lavalas
غابلير,Gabler
مياكيتش,Meakić
اروبيين,Aruban
نيلكاني,Nilekani
بيسواس,Biswas
غريغوريشينكو,Grigorichenko
فولسونجاساجا,Volsungasaga
شاباك,Šabac
روغوندا,Rugunda
فينيكودرو,Finikodro
تيروباتايه,Tirupataiah
ثيبوت,Thibaut
غيريميك,Geremek
توربانغ,Taurepang
تسانغ,Tsang
تارلي,Tarly
بوبلا,Bubula
غولدوين,Goldwyn
وولفينسكي,Wolfinksy
كريك,Csreek
ماتورا,Matuura
جيفكا,Jivka
دانجسون,Dangsan
فومن,Fomin
تيونيكا,Tunica
تيلويان,Teloyan
مبونينبا,Mboninpa
بينيس,Banes
هاليكاويلا,Halekauwila
سميرديكوف,Smerdyakov
تونيك,Tunick
نييا,Niiya
تييرادينترو,Tierradentro
بانيك,Banek
كابتيفا,Captiva
باولين,Pawlyn
ديوباند,Deoband
اودري,Audre
فيرشور,Verschoor
كوفالينكو,Kovalenko
ساغيهوتو,Sagehutu
غياتسو,Gyatso
سبيرس,Speirs
سابين,Sapien
كادهير,Kadhir
كانزانيلي,Canzanelli
ليبادكين,Lebyadkin
توباتاما,Tubutama
اشورا,Ashura
دابيا,Dabia
هوجينبيرغ,Hogenberg
مالويغ,Malueg
هوليبيك,Houellebecq
هيليس,Hillis
كالافري,Calaveri
سوتبن,Sutpen
شيشابالايا,Sheshabalaya
ووجين,Woojin
مهدي,Madi
مادو,Madu
التاميرانو,Altamirano
مادس,Mads
تناسي,Tanase
كابلوفيتز,Kaplowitz
بوديت,Boudet
لوسيا,Lúcia
تايتشي,Taichi
ماروني,Marone
ساجراجاس,Sagrajas
بيليكي,Beatrice
ويتاكر,Witaker
مكانري,Mchinery
هيلاري,Hallery
اليكوس,Alekos
بيروغا,Berruga
غرينستين,Grinstein
كوه,Koh
لوغينيس,Louganis
كوج,Koj
بيتكاور,Bitkower
جيبرا,Jebra
ناجييف,Nagiyev
ايرون,Airon
دهوك,Dohuk
هيلتس,Hilts
كوي,Koy
كوز,Koz
باغانيني,Paganini
جورنيل,Jarnail
مانجول,Mongul
غايتس,Gates
واوكاندا,Okanda
لوكريس,Locris
سبارك,Sparc
جاردين,Jardeen
افريكانوس,Africanus
نيسابور,Nishabour
كالايان,Kalayaan
ريجنو,Regno
بيرتونسيلي,Bertoncelj
راخمون,Rakhmon
اسينغار,Assingar
ماغلوف,Maglov
فييتيوس,Vittius
مازانغيا,Mazangina
سيلي,Sili
بانايوتيس,Panaiotis
كوكوروكاي,Kokuryukai
وهادين,Wahadin
يويا,Yuya
دنوودي,Dunwoody
كومباشيف,Kombashev
ديفوره,Devorah
ديفورن,Devoran
سالوموف,Salomov
كوبينهيفر,Kopenhafer
جوكجي,Joukje
فياكيث,Viyaketh
مياجيشيما,Miyagishima
لورت,Lort
سايرينكا,Syrenka
كبوراجي,Kaburagi
نودزايم,Nudzeim
دوميزا,Dumisa
بالي,Palley
ماكفيل,Macphail
كوتارد,Coutard
مامو,Mammu
غريس,Griss
دارين,Darien
ديزي,Dezzy
بيريوديكو,Periodiko
افينا,Avena
دارلين,Darrylin
ماتيرازي,Materazzi
روزانا,Roseanna
تيناريس,Tenaris
نوهو,Nuhu
غوبيري,Ghobeiri
زيدي,Zidi
ثوثوزيلا,Thuthuzela
داباكالا,Dabakala
فيينا,Veena
موات,Mouat
موي,Muey
لانهارت,Lenhardt
ارغوفيا,Argovia
فيردور,Vidor
موين,Muen
ويسي,Weisi
سيجريتي,Segretti
لوزيوس,Luzius
انتونوفا,Antonova
فيلويس,Fellowes
بيكادو,Picado
فلاتبد,Flatbed
بالماس,Palmas
باهولا,Pahula
هيرك,Herc
سانتيستيبان,Santiesteban
هيرا,Hera
كيلسي,Kelsey
بالمي,Palmay
هيرتز,Herz
باريسا,Barisa
ديلانو,Delano
باريسي,Barise
هير,Herr
بايرن,Bayern
كيلسن,Kelsen
هيرو,Heru
فيلنسون,Falenson
بوتوفسكايا,Butovskaya
ايكو,Aiku
ايكو,Aiko
هودجينس,Hodgins
سيمون,Sinmun
باغازا,Bagaza
بيامساك,Piamsak
كوميكسي,Comexi
فرانزيا,Franzia
لاجو,Lajjo
كوراي,Carre
بلاكشو,Blackshaw
سارمال,Sarmal
مينون,Minoan
ابهيمانيو,Abhimanyu
يانوف,Yanof
انيتا,Annita
لاجو,Lajju
باكنل,Backnell
فارفارا,Varvara
مانزاتو,Manzatu
فلوماتون,Flomaton
كاسيوبي,Cassiopi
باقينس,Baggins
كيتش,Kitch
لامباريني,Lambarene
تريغيار,Treguear
اجون,Agun
كابات,Kabat
هولز,Holz
كاباو,Kabaw
لارما,Larma
سوفيت,Suvit
اشما,Ashima
بوماني,Bowmani
هولو,Holo
هولن,Holn
كباب,Kabab
هولي,Holi
ميتوهيا,Metohija
كوباي,Kabai
اغوس,Agus
كابان,Kaban
شارتوز,Shaartuz
بيروجينو,Perugino
مالاتا,Malata
كالزونتي,Calzonetti
الكسندرونا,Aleksandrowna
كرونستين,Kronsteen
ساهيد,Saheed
بوكالا,Bokala
كوباس,Cubas
كارا,Carra
زوسامناربايت,Zusammenarbeit
بيسون,Byson
فيربين,Verben
كارو,Carro
قزوين,Qazvin
اكيرمارك,Akermark
وانغكي,Wangki
كليمينتينو,Clementino
مرديريرس,Murderers
تيلغنكامب,Tilgenkamp
ديجنر,Degener
مولكاتوف,Malkatov
ليبدون,Lebdon
غينارو,Gennaro
فوليتو,Voltio
فاسولو,Fasulo
باجرامي,Bajrami
كيهل,Kehl
باكوي,Pakui
بيلفوي,Bellvue
بروج,Bruges
امونيت,Amaunet
ديستراكتو,Destructo
رينارد,Reynard
سنووي,Snowe
ربيكا,Rebecca
تومبكينسون,Tomkinson
غوندولين,Gwendolen
بلوغر,Ploger
فريل,Freel
هوفاردسفيل,Hovardsvil
فيلارت,Filaret
بلانكفورت,Blankfort
فاسيلاكيس,Vassilakis
غارلاوولو,Garlawolu
بريسكو,Brisco
فيراهادرا,Virahadra
ماكولي,Mccole
فورنت,Fournet
كوجو,Kojo
كوجي,Koji
برينتانو,Brentano
زميت,Zmit
كانتلكر,Kuntlicker
ستورفولد,Storvold
غروبرمن,Gruberman
بيوكانيت,Buyukanit
مايموريـا,Maymura
ريندا,Renda
غيفارا,Guevarra
دانينجر,Dunninger
بهاتاري,Bhattari
فيديا,Fedia
فارفيلكوجيل,Farfelkugel
ماركوندا,Markounda
جمبول,Jambul
تراسي,Tarasi
سادهنا,Sadhana
بريسلير,Pressler
هاريونو,Haryono
كاميونكوسكي,Kamionkowski
باسكوزي,Pascucci
ريبكوم,Repcom
بيرييف,Piriyev
ماركوفيزكي,Markovski
سوفال,Sophal
جامبور,Jambur
برادلي,Bradly
روكسبوري,Roxbury
ثرون,Thrun
ويدفري,Weedfrey
توشيمي,Toshimi
ماريك,Marrick
تافانا,Tavana
روسيف,Roussev
كريغلر,Crigler
روبنستين,Rubenstein
غابارايي,Gaparayi
زوركين,Zorkin
كاتوندو,Kathungu
روسف,Roussef
موسلير,Mosseler
روسيل,Roussel
جوريكا,Jurica
كونيغ,Koenig
دوريتا,Doretta
ندولو,Ndolo
اديسو,Addisu
ميكيليني,Michelini
سكانلون,Scanlon
دوريتي,Doretti
ندولا,Ndola
هالومان,Holloman
موونرو,Moonro
كتاني,Kittani
غوتبورغ,Gooteborg
ستيفانيزي,Stefanizzi
اسيلفينيـا,Assylvania
ماينوث,Maynooth
بريمجي,Premji
سيرافين,Seraphin
سجوجرن,Sjogren
ستيمني,Stymne
واوزما,Uzma
موانا,Moanna
بيركيب,Beerkeep
داتسون,Dutson
اكساي,Akçay
توماجفيسكي,Tomaszewski
باكسي,Baxi
شوفاني,Shoufani
كوارتي,Quartey
باكستر,Baxr
باكست,Baxt
شيزوي,Shizue
لوسفيكوينو,Lusevikueno
فرنادسكي,Vernadsky
ترينور,Treanor
ثيام,Thiam
كوناكري,Conakry
كارابايال,Carbajal
غيا,Ghia
كاريبيان,Caribbean
بيز,Pez
شيراكاوا,Shirakawa
زينسفيلير,Zinswiller
كابفرير,Kapferer
تراسكو,Tarasco
بالومو,Palomo
مبينغ,Mbeng
بيو,Peo
بيه,Peh
ماسيدون,Macedon
بيك,Pec
بيتـي,Petey
بورولينا,Purulia
دورستاف,Dorstaf
تيرريفي,Terrefe
راتسيراكا,Ratsiraka
باربوك,Barbuk
ماجامبو,Mugambo
